10 100
1 4000 100
2 4000 30
3 1000 100
4 4000 40
5 3000 30
6 4000 20
7 4000 20
8 3000 90
9 4000 80
10 2000 70
11 2000 50
12 4000 60
13 2000 100
14 2000 10
15 1000 90
16 1000 100
17 3000 90
18 1000 10
19 4000 80
20 2000 90
21 4000 50
22 1000 90
23 1000 50
24 4000 50
25 2000 100
26 3000 100
27 4000 90
28 2000 70
29 1000 20
30 4000 60
31 2000 70
32 3000 30
33 4000 90
34 1000 70
35 4000 90
36 1000 90
37 2000 100
38 1000 20
39 2000 60
40 3000 60
41 4000 100
42 1000 100
43 3000 30
44 1000 80
45 1000 70
46 3000 70
47 2000 10
