10 100
1 1000 60
2 2000 10
3 4000 70
4 4000 40
5 3000 70
6 3000 40
7 2000 40
8 2000 100
9 3000 100
10 4000 60
11 2000 60
12 4000 20
13 1000 80
14 1000 10
15 4000 60
16 1000 60
17 4000 40
18 1000 60
19 3000 50
20 3000 90
21 3000 70
22 2000 100
23 4000 100
24 1000 40
25 1000 60
26 3000 50
27 2000 50
28 3000 30
29 4000 60
30 4000 40
31 3000 20
32 2000 50
33 1000 90
34 1000 90
35 1000 10
36 2000 80
37 4000 10
38 1000 30
39 1000 80
40 1000 40
41 2000 90
42 4000 60
43 2000 70
44 4000 70
45 4000 40
46 3000 60
47 1000 10
